publisher_name,country,contact_email
Hachette Go,Unknown,contact@hachettego.com
Nagel Publishers,Unknown,contact@nagelpublishers.com
Minsogwŏn,Unknown,contact@minsogwn.com
Arno Press,Unknown,contact@arnopress.com
"Golos-press",Unknown,contact@golospress.com
Cognella  Inc.,Unknown,contact@cognellainc.com
Editorial Octaedro  S.L.,Unknown,contact@editorialoctaedrosl.com
Plataforma Editorial S.L.,Unknown,contact@plataformaeditorialsl.com
Arcadia (www.arcadia-editorial.com),Unknown,contact@arcadiawwwarcadiaeditorialcom.com
Duncker & Humblot,Unknown,contact@dunckerhumblot.com
Narr Dr.  Gunter,Unknown,contact@narrdrgunter.com
BRILL,Unknown,contact@brill.com
Little  Brown,Unknown,contact@littlebrown.com
De Beuk,Unknown,contact@debeuk.com
Stone Unicorn Press  The,Unknown,contact@stoneunicornpressthe.com
Fundación Germán Sánchez Ruipérez,Unknown,contact@fundacingermnsnchezruiprez.com
Doubleday,Unknown,contact@doubleday.com
Jove,Unknown,contact@jove.com
Michael Neugebauer (North South Books),Unknown,contact@michaelneugebauernorthsouthbooks.com
H.W. Wilson,Unknown,contact@hwwilson.com
Oregon State University Press,Unknown,contact@oregonstateuniversitypress.com
Dachosen Publishing,Unknown,contact@dachosenpublishing.com
Academic Press Inc. U.S.,Unknown,contact@academicpressincus.com
Ohio University Press,Unknown,contact@ohiouniversitypress.com
Aviation Week  McGraw-Hill,Unknown,contact@aviationweekmcgrawhill.com
Capstone Press,Unknown,contact@capstonepress.com
Alfred Publishing Company,Unknown,contact@alfredpublishingcompany.com
C Q Staff Directories  Incorporated,Unknown,contact@cqstaffdirectoriesincorporated.com
Mosby Elsevier Health Science,Unknown,contact@mosbyelsevierhealthscience.com
AMERICAN GEOGRAPHICAL SOCIETY,Unknown,contact@americangeographicalsociety.com
BookSurge Publishing,Unknown,contact@booksurgepublishing.com
Informa Healthcare,Unknown,contact@informahealthcare.com
Blackie & Co Publishers Ltd,Unknown,contact@blackiecopublishersltd.com
ACLS History E-Book Project,Unknown,contact@aclshistoryebookproject.com
Kösel,Unknown,contact@ksel.com
Xin hua shu dian Beijing fa xing suo fa xing,Unknown,contact@xinhuashudianbeijingfaxingsuofaxing.com
Tecnos,Unknown,contact@tecnos.com
Photography GM Studio,Unknown,contact@photographygmstudio.com
G. Narr,Unknown,contact@gnarr.com
Primus Verlag,Unknown,contact@primusverlag.com
Water Management Branch,Unknown,contact@watermanagementbranch.com
Approvisionnements et Services,Unknown,contact@approvisionnementsetservices.com
Bank of Finland,Unknown,contact@bankoffinland.com
Shuo yi jia shu ju,Unknown,contact@shuoyijiashuju.com
Pardes,Unknown,contact@pardes.com
Ciudad Autónoma de Ceuta  Archivo General,Unknown,contact@ciudadautnomadeceutaarchivogeneral.com
Emerald Book Co.,Unknown,contact@emeraldbookco.com
William Morrow,Unknown,contact@williammorrow.com
Treves Pub. Co.,Unknown,contact@trevespubco.com
Verlag Pläne,Unknown,contact@verlagplane.com
ArchwayPublishing,Unknown,contact@archwaypublishing.com
Printers Row Publishing Group,Unknown,contact@printersrowpublishinggroup.com
Rainlight,Unknown,contact@rainlight.com
Cherry Bren,Unknown,contact@cherrybren.com
Hqm&b,Unknown,contact@hqmb.com
Cunningham Publishing,Unknown,contact@cunninghampublishing.com
Gale NCCO  Print Editions,Unknown,contact@galenccoprinteditions.com
Elsevier - Health Sciences Division,Unknown,contact@elsevierhealthsciencesdivision.com
SAGE Publications  Limited,Unknown,contact@sagepublicationslimited.com
Büyülü Fener Yayinlari,Unknown,contact@bylfeneryayinlari.com
Amika Press,Unknown,contact@amikapress.com
Gyan Books,Unknown,contact@gyanbooks.com
Universitas,Unknown,contact@universitas.com
Maier,Unknown,contact@maier.com
Breakfast for Seven,Unknown,contact@breakfastforseven.com
Trojan culture,Unknown,contact@trojanculture.com
Faber & Faber,Unknown,contact@faberfaber.com
Laura Geringer Books,Unknown,contact@laurageringerbooks.com
Tianjin ren min chu ban she,Unknown,contact@tianjinrenminchubanshe.com
Samyang Ch'ulp'ansa,Unknown,contact@samyangchulpansa.com
SISMEL edizioni del Galluzzo,Unknown,contact@sismeledizionidelgalluzzo.com
Zurnalistika,Unknown,contact@zurnalistika.com
Notion Press,Unknown,contact@notionpress.com
EDITORIAL CEP  S.L.,Unknown,contact@editorialcepsl.com
Gift an Author Publishing  LLC,Unknown,contact@giftanauthorpublishingllc.com
Vibrant Publishers,Unknown,contact@vibrantpublishers.com
Furche-Verlag,Unknown,contact@furcheverlag.com
Kohlhammer Verlag,Unknown,contact@kohlhammerverlag.com
Franckh'sche Verlagshandlung,Unknown,contact@franckhscheverlagshandlung.com
Cork University Press,Unknown,contact@corkuniversitypress.com
Allied Health Press,Unknown,contact@alliedhealthpress.com
Purdue University Press,Unknown,contact@purdueuniversitypress.com
Van Schaik Publishers,Unknown,contact@vanschaikpublishers.com
MANCHESTER UNIVERSIT,Unknown,contact@manchesteruniversit.com
Enslow Publishers,Unknown,contact@enslowpublishers.com
Glamorgan Record Office,Unknown,contact@glamorganrecordoffice.com
Cherry Lane Music,Unknown,contact@cherrylanemusic.com
Argon,Unknown,contact@argon.com
Harcourt School,Unknown,contact@harcourtschool.com
Oxford University Press Mexico S.A. de C.V.,Unknown,contact@oxforduniversitypressmexicosadecv.com
Cyhoeddiadau Mei,Unknown,contact@cyhoeddiadaumei.com
OUP China,Unknown,contact@oupchina.com
Capstone Pr Inc,Unknown,contact@capstoneprinc.com
Island Heritage Publishing,Unknown,contact@islandheritagepublishing.com
Society for Human Resource,Unknown,contact@societyforhumanresource.com
Saunders,Unknown,contact@saunders.com
Eakin Pr,Unknown,contact@eakinpr.com
Editora Revan,Unknown,contact@editorarevan.com
Vergara,Unknown,contact@vergara.com
ACRIBIA,Unknown,contact@acribia.com
Leitura,Unknown,contact@leitura.com
The Islamic Centre,Unknown,contact@theislamiccentre.com
P. Stephens,Unknown,contact@pstephens.com
Zhongguo jing ji chu ban she,Unknown,contact@zhongguojingjichubanshe.com
Secker & Warburg,Unknown,contact@seckerwarburg.com
Presses universitaires de Limoges,Unknown,contact@pressesuniversitairesdelimoges.com
Das Verborgene Museum,Unknown,contact@dasverborgenemuseum.com
Profile,Unknown,contact@profile.com
Carocci,Unknown,contact@carocci.com
Printed for the Brethren's Society for the Furtherance of the Gospel among the Heathen ...,Unknown,contact@printedforthebrethrenssocietyforthefurtheranceofthegospelamongtheheathen.com
Tyndale House Publishers  Inc.,Unknown,contact@tyndalehousepublishersinc.com
Raad vir Geesteswetenskaplike Navorsing,Unknown,contact@raadvirgeesteswetenskaplikenavorsing.com
Alfagrama Ediciones,Unknown,contact@alfagramaediciones.com
Bertel'smann Media Moskau,Unknown,contact@bertelsmannmediamoskau.com
Association Channel Soleil,Unknown,contact@associationchannelsoleil.com
Harlequin Enterprises  Limited,Unknown,contact@harlequinenterpriseslimited.com
Jaeval,Unknown,contact@jaeval.com
Author Solutions  Incorporated,Unknown,contact@authorsolutionsincorporated.com
Chockstone Press,Unknown,contact@chockstonepress.com
Tigres de Papel,Unknown,contact@tigresdepapel.com
Planning & Development Dept  Northern Areas,Unknown,contact@planningdevelopmentdeptnorthernareas.com
Chump Change,Unknown,contact@chumpchange.com
Scott Foresman,Unknown,contact@scottforesman.com
Books on Tape,Unknown,contact@booksontape.com
American Book Classics,Unknown,contact@americanbookclassics.com
Elizabeth SaFleur LLC,Unknown,contact@elizabethsafleurllc.com
Farshore,Unknown,contact@farshore.com
Arcler Education Inc,Unknown,contact@arclereducationinc.com
Wydawnictwo Adam Marszałek,Unknown,contact@wydawnictwoadammarszaek.com
Food & Agriculture Organization of the United Nations,Unknown,contact@foodagricultureorganizationoftheunitednations.com
J. Benjamins Pub. Co.,Unknown,contact@jbenjaminspubco.com
Berghahn Books  Incorporated,Unknown,contact@berghahnbooksincorporated.com
Friedrich-Wilhelm v. Herrmann,Unknown,contact@friedrichwilhelmvherrmann.com
Beyond The Book Media LLC,Unknown,contact@beyondthebookmediallc.com
Key Publishing,Unknown,contact@keypublishing.com
Trans Tech Publications  Limited,Unknown,contact@transtechpublicationslimited.com
Verlag Paul Parey,Unknown,contact@verlagpaulparey.com
Andronum,Unknown,contact@andronum.com
Print︠s︡ipium,Unknown,contact@printsipium.com
Diputació de Castelló,Unknown,contact@diputaciodecastello.com
Naukova dumka,Unknown,contact@naukovadumka.com
PAKRUS,Unknown,contact@pakrus.com
Metz P.,Unknown,contact@metzp.com
Award Publications Limited,Unknown,contact@awardpublicationslimited.com
University of Delaware Press,Unknown,contact@universityofdelawarepress.com
Gregg,Unknown,contact@gregg.com
Instituto Piaget,Unknown,contact@institutopiaget.com
Epworth Press  The,Unknown,contact@epworthpressthe.com
Shinzansha,Unknown,contact@shinzansha.com
Editorial Planeta Chilena,Unknown,contact@editorialplanetachilena.com
Sdu,Unknown,contact@sdu.com
Puffin,Unknown,contact@puffin.com
Icon Health Publications,Unknown,contact@iconhealthpublications.com
Loveswept,Unknown,contact@loveswept.com
British Film Institute,Unknown,contact@britishfilminstitute.com
Pelican Publications,Unknown,contact@pelicanpublications.com
Radcliffe Publishing,Unknown,contact@radcliffepublishing.com
Angsana Books,Unknown,contact@angsanabooks.com
Fredonia Books (NL),Unknown,contact@fredoniabooksnl.com
Prentice Hall Europe (a Pearson Education company),Unknown,contact@prenticehalleuropeapearsoneducationcompany.com
Turtleback Books Distributed by Demco Media,Unknown,contact@turtlebackbooksdistributedbydemcomedia.com
Bt Bound,Unknown,contact@btbound.com
Benjamin-Cummings Publishing Company,Unknown,contact@benjamincummingspublishingcompany.com
Gareth Stevens Publishing,Unknown,contact@garethstevenspublishing.com
Publications International,Unknown,contact@publicationsinternational.com
Jessica Kingsley Publishers,Unknown,contact@jessicakingsleypublishers.com
Journal publishing company,Unknown,contact@journalpublishingcompany.com
Nihon Keizai Shinbunsha,Unknown,contact@nihonkeizaishinbunsha.com
Word Entertainment Music,Unknown,contact@wordentertainmentmusic.com
ESA Publications,Unknown,contact@esapublications.com
Agrotech Publishing Academy,Unknown,contact@agrotechpublishingacademy.com
Madras,Unknown,contact@madras.com
B.B.C.,Unknown,contact@bbc.com
Athenäum Fischer,Unknown,contact@athenaumfischer.com
Chʻŏngnyŏn Ŭisa,Unknown,contact@chongnyonuisa.com
Piper,Unknown,contact@piper.com
Edizioni De Luca,Unknown,contact@edizionideluca.com
M. Ward,Unknown,contact@mward.com
Mintis,Unknown,contact@mintis.com
Quercus,Unknown,contact@quercus.com
Insan,Unknown,contact@insan.com
Penguin USA  Inc.,Unknown,contact@penguinusainc.com
Aladdin Paperbacks,Unknown,contact@aladdinpaperbacks.com
Drawn & Quarterly,Unknown,contact@drawnquarterly.com
Campus Verlag GmbH,Unknown,contact@campusverlaggmbh.com
Publications International  Limited,Unknown,contact@publicationsinternationallimited.com
Zhejiang da xue chu ban she,Unknown,contact@zhejiangdaxuechubanshe.com
Forschungszentrum Jülich GmbH  Institut für Biotechnologie,Unknown,contact@forschungszentrumjlichgmbhinstitutfrbiotechnologie.com
Time-Life Books in association with Kodak,Unknown,contact@timelifebooksinassociationwithkodak.com
Paw Prints 2008-08-11,Unknown,contact@pawprints.com
B&H Publishing Group,Unknown,contact@bhpublishinggroup.com
TruthSeekers Foundation,Unknown,contact@truthseekersfoundation.com
Profile Books Limited,Unknown,contact@profilebookslimited.com
Kagaku Shoin,Unknown,contact@kagakushoin.com
Holiday House,Unknown,contact@holidayhouse.com
Stevens Publishing LLLP  Gareth,Unknown,contact@stevenspublishinglllpgareth.com
Presses de la cité,Unknown,contact@pressesdelacite.com
Lovestruck Publishing LLC,Unknown,contact@lovestruckpublishingllc.com
Cook  David C.,Unknown,contact@cookdavidc.com
Oxbow Books  Limited,Unknown,contact@oxbowbookslimited.com
Antique Collectors' Club,Unknown,contact@antiquecollectorsclub.com
Gale  U.S. Supreme Court Records,Unknown,contact@galeussupremecourtrecords.com
Forgotten Books,Unknown,contact@forgottenbooks.com
Titania,Unknown,contact@titania.com
Sudamericana,Unknown,contact@sudamericana.com
Wienand,Unknown,contact@wienand.com
Fleuve noir,Unknown,contact@fleuvenoir.com
Michelin Maps,Unknown,contact@michelinmaps.com
Claassen,Unknown,contact@claassen.com
Parragon Publishing,Unknown,contact@parragonpublishing.com
Iskry,Unknown,contact@iskry.com
Brand: Bantam Doubleday Dell,Unknown,contact@brandbantamdoubledaydell.com
Anness,Unknown,contact@anness.com
Amplify Publishing Group,Unknown,contact@amplifypublishinggroup.com
Babelcube Inc,Unknown,contact@babelcubeinc.com
Solidaridad Pub. House,Unknown,contact@solidaridadpubhouse.com
La ley  consejo superior de arquitectos y la union de arquitectos y peritos y forenses de españa,Unknown,contact@laleyconsejosuperiordearquitectosylauniondearquitectosyperitosyforensesdeespaa.com
Srpska književna zadruga,Unknown,contact@srpskaknjizevnazadruga.com
Cátedra,Unknown,contact@catedra.com
Ink Start Media,Unknown,contact@inkstartmedia.com
Markaz-i Jahānī-i ʻUlūm-i Islāmī,Unknown,contact@markazijahniulmiislm.com
Auto-édition,Unknown,contact@autodition.com
InterVarsity Press,Unknown,contact@intervarsitypress.com
HarperTeen,Unknown,contact@harperteen.com
Division of Continuing Education  University of Kansas,Unknown,contact@divisionofcontinuingeducationuniversityofkansas.com
John Brown Publishing,Unknown,contact@johnbrownpublishing.com
Adams Media Corporation,Unknown,contact@adamsmediacorporation.com
Lectorum Pubns Inc (J),Unknown,contact@lectorumpubnsincj.com
Motorbooks International Publishers & Wholesalers,Unknown,contact@motorbooksinternationalpublisherswholesalers.com
Carswell Legal Pubns,Unknown,contact@carswelllegalpubns.com
Aspasia Books,Unknown,contact@aspasiabooks.com
Astm Intl,Unknown,contact@astmintl.com
Bob Ross,Unknown,contact@bobross.com
Hard Press,Unknown,contact@hardpress.com
Alpha Books,Unknown,contact@alphabooks.com
Gallimard,Unknown,contact@gallimard.com
Citadelle & Mazenod,Unknown,contact@citadellemazenod.com
OECD (Organisation for Economic Co-Operation & Dev,Unknown,contact@oecdorganisationforeconomiccooperationdev.com
Isis Press,Unknown,contact@isispress.com
Roca Editorial,Unknown,contact@rocaeditorial.com
Pan Books,Unknown,contact@panbooks.com
al-Hayʾah al-Miṣrīyah al-ʻĀmmah lil-Kitāb,Unknown,contact@alhayahalmiryahalmmahlilkitb.com
Dalʹnauka,Unknown,contact@dalnauka.com
Xian dai chu ban she,Unknown,contact@xiandaichubanshe.com
S. French,Unknown,contact@sfrench.com
Éditions du Trident,Unknown,contact@ditionsdutrident.com
Welch,Unknown,contact@welch.com
Brookfield  VT,Unknown,contact@brookfieldvt.com
Hysteria Publications,Unknown,contact@hysteriapublications.com
Minjok Munhwa,Unknown,contact@minjokmunhwa.com
Editions de la Différence,Unknown,contact@editionsdeladifference.com
Sidarta,Unknown,contact@sidarta.com
Instytut svitovoï ekonomiky i miz︠h︡narodnykh vidnosyn NAN Ukraïny,Unknown,contact@instytutsvitovoekonomikyimizhnarodnykhvidnosynnanukrany.com
Corgi Yearling,Unknown,contact@corgiyearling.com
Visor Libros,Unknown,contact@visorlibros.com
Dong li chu ban she you xian gong si,Unknown,contact@donglichubansheyouxiangongsi.com
Publications International  Ltd.,Unknown,contact@publicationsinternationalltd.com
Flying Scroll Publishing LLC,Unknown,contact@flyingscrollpublishingllc.com
PLAZA & JANES,Unknown,contact@plazajanes.com
Alma Classics,Unknown,contact@almaclassics.com
Aviation Supplies & Academics  Incorporated,Unknown,contact@aviationsuppliesacademicsincorporated.com
Kluwer Law International,Unknown,contact@kluwerlawinternational.com
Seirin Shoin,Unknown,contact@seirinshoin.com
Dewan Bahasa dan Pustaka Brunei  Kementerian Kebudayaan  Belia dan Sukan,Unknown,contact@dewanbahasadanpustakabruneikementeriankebudayaanbeliadansukan.com
Candlewick Press,Unknown,contact@candlewickpress.com
Gale and The British Library,Unknown,contact@galeandthebritishlibrary.com
XanEdu Publishing Inc,Unknown,contact@xanedupublishinginc.com
Boydell & Brewer  Incorporated,Unknown,contact@boydellbrewerincorporated.com
Parilti Yayinlari,Unknown,contact@pariltiyayinlari.com
Three Rivers Press,Unknown,contact@threeriverspress.com
Steiner Verlag Wiesbaden GmbH  Franz,Unknown,contact@steinerverlagwiesbadengmbhfranz.com
Wasteland Press,Unknown,contact@wastelandpress.com
Anthem Press,Unknown,contact@anthempress.com
Neva Editions,Unknown,contact@nevaeditions.com
Prinp editoria,Unknown,contact@prinpeditoria.com
Kokusho Kankōkai,Unknown,contact@kokushokankkai.com
Strinko,Unknown,contact@strinko.com
Exposition Press,Unknown,contact@expositionpress.com
Bcker,Unknown,contact@bcker.com
Valdemar,Unknown,contact@valdemar.com
LongHill Partners  Incorporated,Unknown,contact@longhillpartnersincorporated.com
Disserta Verlag. ein Imprint der Diplomica Verlag GmbH,Unknown,contact@dissertaverlageinimprintderdiplomicaverlaggmbh.com
Three Danes Publishing LLC,Unknown,contact@threedanespublishingllc.com
Chŏngusa,Unknown,contact@chngusa.com
Diversified Publishing,Unknown,contact@diversifiedpublishing.com
Metropolis-Verlag,Unknown,contact@metropolisverlag.com
Høyskoleforlaget,Unknown,contact@hyskoleforlaget.com
Westminster John Knox Press,Unknown,contact@westminsterjohnknoxpress.com
For sale by the Supt. of Docs.  U.S. G.P.O. [Congressional Sales Office],Unknown,contact@forsalebythesuptofdocsusgpocongressionalsalesoffice.com
Gage Educational Publishing,Unknown,contact@gageeducationalpublishing.com
Zed Books,Unknown,contact@zedbooks.com
Immanion Press/Magalithica Books,Unknown,contact@immanionpressmagalithicabooks.com
Hazan Editions,Unknown,contact@hazaneditions.com
Perennial,Unknown,contact@perennial.com
Book Works,Unknown,contact@bookworks.com
Wilder Publications,Unknown,contact@wilderpublications.com
